apt,street,city,state,zipcode,min price,amenities,recent viewed,contact number,url
11842 Kiowa Avenue, 11842 Kiowa Avenue, Los Angeles, CA,90049,3100, ,17, hotpads, https://hotpads.com/11842-kiowa-ave-los-angeles-ca-90049-tn17vf/pad
1342 Wellesley Avenue, 1342 Wellesley Avenue, Los Angeles, CA,90025,2695, Air Conditioning; Carpeting; Ceiling Fan; Dishwasher; Fireplace; Flooring: Hardwood; Garbage Disposal; Microwave Oven; Off Street Parking; On-Site Maintenance; On-Site Management; Patio Balcony; Pictures may not be of exact apartment home; Range; Refrigerator; Security: Gated Entry,48, 818-322-0954, https://hotpads.com/1342-wellesley-ave-los-angeles-ca-90025-svj47p/pad
6967 Trolleyway, 6967 Trolleyway, Playa Del Rey, CA,90293, Call, Barbecue; Cable TV Ready; Carport; Condo Floor Number: 2; Dryer; Fireplace; Furnished; Garbage Disposal; High-speed Internet Ready; Laundry: In Unit; Microwave Oven; Off Street Parking; Parking Spaces: 2; Patio Balcony; Refrigerator; Small Dogs Allowed; Washer; Year Built: 1956; Range/Oven; Waterfront,5, 970-379-8552, https://hotpads.com/6967-trolleyway-playa-del-rey-ca-90293-u25136/pad
5301 Balboa #C8, 5301 Balboa #C8, Encino, CA,91316, Call, Architecture Style: Contemporary; Covered Parking Spaces: 2; Flooring: Laminate; Heating system: Central; MLS Listing ID: 18315492; Swimming Pool; Year Built: 1965,46, 310-600-9172, https://hotpads.com/c8/pad
1526 Beverly Drive, 1526 Beverly Drive, Los Angeles, CA,90035, Call, Covered Parking Spaces: 1; MLS Listing ID: 18-308272; Year Built: 1948,46, 310-271-2229, https://hotpads.com/1526-s-beverly-dr-los-angeles-ca-90035-1n1wx3e/pad
801 S Grand Avenue, 801 S Grand Avenue, Los Angeles, CA,90017,2800, ,31, hotpads, https://hotpads.com/801-s-grand-ave-los-angeles-ca-90017-skhav8/pad
1539 E 57th Street, 1539 E 57th Street, Los Angeles, CA,90011, Call, Flooring: Hardwood; Furnished; Landscaping included in rent; Laundry: none; Off Street Parking; Sewage included in rent; Water included in rent,19, 323-730-2925, https://hotpads.com/1539-e-57th-st-los-angeles-ca-90011-1tyyk8p/pad
4310 Russell Avenue, 4310 Russell Avenue, Los Angeles, CA,90027,2650, ,46, hotpads, https://hotpads.com/4310-russell-ave-los-angeles-ca-90027-ttuxy5/pad
1141 Grant Avenue, 1141 Grant Avenue, Venice, CA,90291, Call, Covered Parking Spaces: 2; Fireplace; Flooring: Hardwood; Flooring: Tile; Heating system: Other; MLS Listing ID: 18321972; Microwave Oven; No Air Conditioning; Washer; Year Built: 1926,222, 310-893-9866, https://hotpads.com/1141-grant-ave-venice-ca-90291-1m2zcat/pad
1810 S Fairfax Avenue, 1810 S Fairfax Avenue, Los Angeles, CA,90019, Call, Air Conditioning; Dryer; Flooring: Hardwood; Laundry: In Unit; Off Street Parking; Washer,11, 323-683-4265, https://hotpads.com/1810-s-fairfax-ave-los-angeles-ca-90019-1n1vfgz/pad
1837 S Redondo Boulevard, 1837 S Redondo Boulevard, Los Angeles, CA,90019,1995, Air Conditioning; Barbecue; Cable TV Ready; Cats Allowed; Dishwasher; Dogs Allowed; Dryer; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Laundry: In Unit; Off Street Parking; Parking Spaces: 1; Refrigerator; Storage; Stove; Washer; Year Built: 1950; Oven/range; Stainless Steel Appliance; Window Coverings; Yard,101, 323-804-0168, https://hotpads.com/the-redondo-life-los-angeles-ca-90019-1n1vfue/pad
2317 Scarff Street, 2317 Scarff Street, Los Angeles, CA,90007,4295, ,3, hotpads, https://hotpads.com/2317-scarff-st-los-angeles-ca-90007-tgk2aw/pad
One Santa Fe Residential, 300 S Santa Fe Avenue, Los Angeles, CA,90012,1868, Air Conditioning; Barbecue; Breed Restrictions Apply; Cats Allowed; Concierge Service; Custom Cabanas; Detached Garage; Dogs Allowed; Dryer; Electric Vehicle Charging Stations; Elevator; Entertainment Kitchen; Entertainment Lounge; Fireside Retreat; Fitness Center; Flooring: Concrete; Garage; Gourmet Kitchen; Granite Countertops; High-speed Internet Ready; Large Dogs Allowed; Laundry: Hookups; Laundry: In Unit; Mac and PC Options; Multi-Level and Loft Options; Multiple Televisions; On-Site Maintenance; Outdoor Theater; Package Service; Panoramic Views of the LA Skyline; Patio Balcony; Pet Friendly; Private Yoga and Pilates Studio; Resident Lounge; Security: Gated Entry; Security: Night Patrol; Small Dogs Allowed; Spa; Spacious Floor Plans; Stainless-Steel Appliances; Stories: 6; Sundeck; Two Pets per Home; Valet Trash; Washer; Washer/Dryer Hookups; Wellbeats Virtual Exercise Classes; White or Espresso Cabinets; Year Built: 2014,106, 1-818-875-9259, https://hotpads.com/one-santa-fe-residential-los-angeles-ca-90013-tsvq4g/pad
3978 S Hobart Boulevard, 3978 S Hobart Boulevard, Los Angeles, CA,90062, Call, Building Deposit Fee Maximum: 200; Building Deposit Fee Minimum: 200; Building-wide Wireless; Flooring: Hardwood; Furnished; Gated Parking; Laundry: Shared; No Smoking; Off Street Parking; On Site Manager,236, 323-988-7196, https://hotpads.com/3978-s-hobart-blvd-los-angeles-ca-90062-1n1zquv/pad
4163 Russell Avenue, 4163 Russell Avenue, Los Angeles, CA,90027, Call, Cable TV Ready; Cats Allowed; Dryer; Flooring: Hardwood; Laundry: In Unit; Off Street Parking; Parking Spaces: 2; Patio Balcony; Refrigerator; Washer; Water included in rent; Year Built: 1922; Range/Oven,33, 213-454-6422, https://hotpads.com/4163-russell-ave-los-angeles-ca-90027-u14fht/pad
3671 McLaughlin, 3671 Mclaughlin Avenue, Los Angeles, CA,90066,2300, Administrative Fee: 25; Building Deposit Fee Minimum: 150; Cable TV Ready; Ceiling Fan; Dishwasher; Flooring: Carpet; Flooring: Laminate; Flooring: Linoleum; Garbage included in rent; Heating: Electric; Laundry: Shared; Microwave Oven; One Year Lease; Patio Balcony; Range; Refrigerator; Security: Intercom; Underground Garage; View Type: City; Water included in rent,94, hotpads, https://hotpads.com/3671-mclaughlin-los-angeles-ca-90066-1m2sjzz/pad
16971 Timber Ridge Drive, 16971 Timber Ridge Drive, Granada Hills, CA,91344, Call, Condo Floor Number: 1; Covered Parking Spaces: 2; Fireplace; Heating system: Central Furnace; MLS Listing ID: SR18062146; School District: Los Angeles Unified; Swimming Pool; Year Built: 1977,8, 818-646-6303, https://hotpads.com/16971-timber-ridge-dr-granada-hills-ca-91344-1m3p4k8/pad
11922 Lawler Street, 11922 Lawler Street, Los Angeles, CA,90066, Call, Covered Parking Spaces: 2; Detached Garage; Fireplace; Flooring: Hardwood; Flooring: Tile; Garbage Disposal; Heating system: Central; MLS Listing ID: 18300940; Refrigerator; View Type: City View; View Type: Mountain View; Washer; Year Built: 1949,27, 424-202-3254, https://hotpads.com/11922-lawler-st-los-angeles-ca-90066-w3w434/pad
1651 W 11th Place, 1651 W 11th Place, Los Angeles, CA,90015, Call, ,72, 888-659-9596 x447003, https://hotpads.com/1651-w-11th-pl-los-angeles-ca-90015-1n1ut0w/pad
136 1/2 N Carondelet Street, 136 1/2 N Carondelet Street, Los Angeles, CA,90026, Call, Condo Floor Number: 2; Covered Parking Spaces: 2; Flooring: Laminate; Heating system: Central Furnace; MLS Listing ID: CV18017341; School District: Los Angeles Unified; View Type: Neighborhood; Year Built: 2017,11, 909-626-8989, https://hotpads.com/136-12-n-carondelet-st-los-angeles-ca-90026-1txufjm/pad
9822 Yoakum Drive, 9822 Yoakum Drive, Beverly Hills, CA,90210, Call, Covered Parking Spaces: 3; MLS Listing ID: 18-322246; Year Built: 1973,11, 310-271-2229, https://hotpads.com/9822-yoakum-dr-beverly-hills-ca-90210-1m2tu10/pad
13101 Nimrod Place, 13101 Nimrod Place, Los Angeles, CA,90049, Call, Cable TV Ready; Covered Parking Spaces: 2; Dryer; Fireplace; Flooring: Hardwood; Flooring: Tile; Freezer; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18305206; Refrigerator; Washer; Year Built: 1953,27, 310-936-9020, https://hotpads.com/13101-nimrod-pl-los-angeles-ca-90049-1m2r6p6/pad
19310 Superior Street, 19310 Superior Street, Northridge, CA,91324, Call, Cable included in rent; Condo Floor Number: 1; Electricity included in rent; Flooring: Stone; Garbage included in rent; Gas included in rent; Lawn; MLS Listing ID: SR18038859; Patio Balcony; School District: Los Angeles Unified; View Type: None; Water included in rent; Year Built: 1955; Porch,43, 818-770-3041, https://hotpads.com/19310-superior-st-northridge-ca-91324-1m3jzxd/pad
1769 S Shenandoah Street, 1769 S Shenandoah Street, Los Angeles, CA,90035, Call, Covered Parking Spaces: 4; Detached Garage; Dryer; Fireplace; Flooring: Carpet; Flooring: Hardwood; Flooring: Tile; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18299902; Microwave Oven; Spa; Washer; Year Built: 1928,30, 323-422-7147, https://hotpads.com/1769-s-shenandoah-st-los-angeles-ca-90035-snswu2/pad
N Hudson Avenue, N Hudson Avenue, Los Angeles, CA,90028, Call, Air Conditioning; Refrigerator,81, 310-933-4191, https://hotpads.com/1415-n-hudson-ave-los-angeles-ca-90028-spe55q/pad
Blucher Avenue, Blucher Avenue, Van Nuys, CA,91406, Call, Air Conditioning; Dryer; Flooring: Hardwood; Furnished; Garage; Laundry: In Unit; Small Dogs Allowed; Washer,13, 818-281-6429, https://hotpads.com/6533-blucher-ave-van-nuys-ca-91406-u3t9ys/pad
1233 S Castello Avenue, 1233 S Castello Avenue, Los Angeles, CA,90035, Call, Architecture Style: Contemporary; Covered Parking Spaces: 1; Dryer; Flooring: Hardwood; Flooring: Laminate; Flooring: Marble; Flooring: Tile; Freezer; Furnished; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18317780; Microwave Oven; Washer; Year Built: 1936,13, 310-691-0000, https://hotpads.com/1233-s-castello-ave-los-angeles-ca-90035-tyef3q/pad
4048 Gelber Place, 4048 Gelber Place, Los Angeles, CA,90008,1395, Year Built: 1957; Cable-ready*; Gated Building*; Hard Wood Floors*; INCLUDES STOVE!*; Laundry On Site*; Lower unit*,65, 310-999-1650, https://hotpads.com/4048-gelber-pl-baldwin-village-area-of-mid-city-los-angeles-ca-90008-1m2j47k/pad
1411 1/2 W Court Street, 1411 1/2 W Court Street, Echo Park, CA,90026, Call, ,59, 323-306-4648, https://hotpads.com/1411-12-w-court-st-los-angeles-ca-90026-1pk4euh/pad
Warner Pines, 21601 Erwin Street, Woodland Hills, CA,91367,1650, Built-In Energy Smart Microwaves*; Cable TV Ready; Cats Allowed; Ceiling Fan; Disabled Access; Electronic Thermostat; Elevator; Enhanced Lighting; Extra Storage; Fireplace; Fitness Center; Flooring: Carpet; Free Weights For A Customized Workout; Granite Counter Tops in Kitchen; Heating: Other; Hot Tub; Large Dogs Allowed; Large Sinks; Laundry: Shared; Lush Views; New Age Upgraded Flooring; Off Street Parking; On-Site Maintenance; On-Site Management; Patio Balcony; Picnic Area; Sauna; Security: Gated Entry; Security: Night Patrol; Short Term Lease; Small Dogs Allowed; Smart Outlet Design; Spanish/English Speaking Staff; Stories: 3; Stunning Courtyard; Swimming Pool; Tennis Court; Transportation; Vaulted Ceilings; Washer; Window Coverings,101, 1-818-805-0335, https://hotpads.com/warner-pines-woodland-hills-ca-91367-skuzp4/pad
4614 Finley Avenue, 4614 Finley Avenue, Los Angeles, CA,90027,2250, ,28, hotpads, https://hotpads.com/4614-finley-ave-los-angeles-ca-90027-skxw01/pad
11922 Magnolia Boulevard, 11922 Magnolia Boulevard, Valley Village, CA,91607, Call, Dishwasher; Flooring: Hardwood,21, 310-400-6564, https://hotpads.com/11922-magnolia-blvd-valley-village-ca-91607-1m3x59f/pad
18643 Runnymede Street, 18643 Runnymede Street, Reseda, CA,91335, Call, ,12, 855-721-7368, https://hotpads.com/18643-runnymede-st-reseda-ca-91335-tqn7a4/pad
550 W 120th Street, 550 W 120th Street, Los Angeles, CA,90044, Call, Garage; fenced yards; long driveway,28, 562-433-4700, https://hotpads.com/550-w-120th-st-los-angeles-ca-90044-1n1y06u/pad
4604 Dunman Avenue, 4604 Dunman Avenue, Woodland Hills, CA,91364, Call, Fireplace; MLS Listing ID: SR18015419; Patio Balcony; School District: Los Angeles Unified; View Type: Canyon; View Type: City View; View Type: Mountain View; View Type: Panoramic; View Type: Territorial View; View Type: Trees/Woods; Year Built: 1969,30, 818-730-1916, https://hotpads.com/4604-dunman-ave-woodland-hills-ca-91364-u60v0c/pad
5023 Bakman Avenue, 5023 Bakman Avenue, North Hollywood, CA,91601, Call, Air Conditioning; Cats Allowed; Flooring: Hardwood; Large Dogs Allowed; Laundry: none; Small Dogs Allowed,60, 747-206-0509, https://hotpads.com/5023-bakman-ave-north-hollywood-ca-91601-ttw53a/pad
6353 W 83rd Street, 6353 W 83rd Street, Westchester, CA,90045, Call, Condo Floor Number: 1; Covered Parking Spaces: 2; Fireplace; Flooring: Laminate; Lawn; MLS Listing ID: OC18061352; School District: Los Angeles Unified; View Type: Neighborhood; Washer; Year Built: 1943; Range/Oven,9, 714-404-6411, https://hotpads.com/6353-w-83rd-st-los-angeles-ca-90045-1n1y8tm/pad
Versailles Koreatown, 918 S Oxford Avenue, Los Angeles, CA,90006,1987, Business Center; Club House; Fitness Center; Recreation Room; Sauna; Security: Gated Entry; Spa; Swimming Pool; Transportation,65, 1-213-973-4709, https://hotpads.com/versailles-koreatown-los-angeles-ca-90006-skjf5n/pad
409 N Hayworth Avenue, 409 N Hayworth Avenue, Los Angeles, CA,90048,3495, ,46, hotpads, https://hotpads.com/409-n-hayworth-ave-los-angeles-ca-90048-1n1yynh/pad
Emerson Townhomes, 8600 Emerson Avenue, Los Angeles, CA,90045,2245, 24 Hour Maintenance; Air Conditioning; Cable TV Ready; Cats Allowed; Dishwasher; Flooring: Hardwood; Freezer; Garbage Disposal; Heating: Other; High-speed Internet Ready; Large Dogs Allowed; Laundry: Shared; Microwave Oven; On-Site Management; Online Rent Payment; Oven; Parking Lot; Refrigerator; Security: Controlled Access; Security: Gated Entry; Security: Intercom; Small Dogs Allowed; Underground Garage,107, 1-562-469-5938, https://hotpads.com/emerson-townhomes-los-angeles-ca-90045-ssgf67/pad
1283 E 49th Street, 1283 E 49th Street, Los Angeles, CA,90011, Call, Dryer; Garage; Laundry: In Unit; Refrigerator; Washer,35, 213-763-6112, https://hotpads.com/1283-e-49th-st-los-angeles-ca-90011-1n1u4gm/pad
8734 Venice, 8734 Venice, Los Angeles, CA,90034, Call, Architecture Style: Modern; Dryer; Flooring: Concrete; Garbage Disposal; Heating system: Central; Laundry: In Unit; MLS Listing ID: 18310636; Refrigerator; Washer; Year Built: 2016,29, 310-499-3579, https://hotpads.com/8734-venice-blvd-los-angeles-ca-90034-1m2nuru/pad
825 S Windsor Boulevard, 825 S Windsor Boulevard, Los Angeles, CA,90005,1950, Cats Allowed; Dogs Allowed; Garbage included in rent; Sewage included in rent; Small Dogs Allowed; Water included in rent,30, 818-715-0575, https://hotpads.com/825-s-windsor-boulevard-los-angeles-ca-90005-sr5af3/pad
149 E 111th Place, 149 E 111th Place, Los Angeles, CA,90061, Call, No Utilities included in rent; Water included in rent,109, 424-888-6445, https://hotpads.com/149-e-111th-pl-los-angeles-ca-90061-1n1zhzc/pad
17366 W Sunset Boulevard, 17366 W Sunset Boulevard, Pacific Palisades, CA,90272, Call, Garage; Laundry: Shared; Limestone Flooring,24, hotpads, https://hotpads.com/17366-w-sunset-blvd-pacific-palisades-ca-90272-skp9fa/pad
215 N Saint Andrews Place, 215 N Saint Andrews Place, Los Angeles, CA,90004, Call, Dryer; Flooring: Hardwood; Garage; Laundry: In Unit; Washer,56, 310-479-2565, https://hotpads.com/215-n-saint-andrews-pl-los-angeles-ca-90004-1n7b7xy/pad
10450 Wilshire, 10450 Wilshire, Los Angeles, CA,90024,4498, ,19, hotpads, https://hotpads.com/10450-wilshire-blvd-los-angeles-ca-90024-skf31f/pad
4195 Morro Drive, 4195 Morro Drive, Woodland Hills, CA,91364, Call, Air Conditioning; Cable TV Ready; Carport; Cats Allowed; Ceiling Fan; Dryer; Fenced Yard; Fireplace; Flooring: Hardwood; Flooring: Tile; Furnished; Garage; Garbage Disposal; Heating system: Heat: forced air; High-speed Internet Ready; Large Dogs Allowed; Laundry: In Unit; Lawn; Master bath; Microwave Oven; Parking Spaces: 3; Patio Balcony; Refrigerator; Small Dogs Allowed; Storage Space; Washer; Yard; Year Built: 1968; Double Pane Windows; Granite countertop; Range/Oven; Stainless steel appliances; Waterfront; Wired,47, 818-636-0892, https://hotpads.com/4195-morro-dr-woodland-hills-ca-91364-1m3s67c/pad
2809 Ocean Front, 2809 Ocean Front, Venice, CA,90291, Call, Architecture Style: Low Rise; Fireplace; MLS Listing ID: 18-308040; Year Built: 1975,12, 310-666-2729, https://hotpads.com/2809-ocean-ave-venice-ca-90291-w3w2bm/pad
4035 Palmyra Road, 4035 Palmyra Road, Los Angeles, CA,90008, Call, Laundry: Shared,59, 424-279-8625, https://hotpads.com/4035-palmyra-rd-los-angeles-ca-90008-1m2j458/pad
2348 Loma Vista Place, 2348 Loma Vista Place, Los Angeles, CA,90039,3295, ,56, hotpads, https://hotpads.com/2348-loma-vista-pl-los-angeles-ca-90039-1m2p7wu/pad
3028 Edgehill Drive, 3028 Edgehill Drive, Los Angeles, CA,90018, Call, Flooring: Carpet; Flooring: Laminate; Heating system: Wall; MLS Listing ID: 18322568; No Air Conditioning; Refrigerator; Year Built: 1928,234, 213-435-3333, https://hotpads.com/3028-edgehill-dr-los-angeles-ca-90018-u0fa1b/pad
19575 Shadow Glen Circle, 19575 Shadow Glen Circle, Porter Ranch, CA,91326, Call, Attached Garage; Basketball Court; Club House; Fireplace; Fitness Center; Flooring: Hardwood; Garbage Disposal; Heating system: Central; MLS Listing ID: 18309286; Security: Controlled Access; Security: Gated Entry; Swimming Pool; Tennis Court; Washer; Year Built: 1987,21, 310-442-1414, https://hotpads.com/19575-shadow-glen-cir-porter-ranch-ca-91326-tzgr71/pad
8321 Bleriot Avenue, 8321 Bleriot Avenue, Los Angeles, CA,90045, Call, Air Conditioning; Dryer; Flooring: Hardwood; Furnished; Garage; Laundry: In Unit; Off Street Parking; Patio Balcony; Washer,70, 310-228-7409, https://hotpads.com/8321-bleriot-ave-los-angeles-ca-90045-sktx8b/pad
1449 E 25th Street, 1449 E 25th Street, Los Angeles, CA,90011, Call, 10 min to metro; Furnished; Garage; Kitchen; Laundry: Shared; Off Street Parking; On Site manager; Parking on premises; Wifi internet,193, 323-988-7196, https://hotpads.com/1449-e-25th-st-los-angeles-ca-90011-1n1u5pr/pad
5535 Canoga Avenue, 5535 Canoga Avenue, Woodland Hills, CA,91367,1875, ,14, hotpads, https://hotpads.com/5535-canoga-ave-woodland-hills-ca-91367-sku38u/pad
4333 Stern Avenue, 4333 Stern Avenue, Sherman Oaks, CA,91423,2295, Barbecue; Beautiful Courtyard; Cable TV Ready; Ceiling Fan; Dishwasher; Elevator; Fireplace; Garbage Disposal; Heating: Other; Intrusion Alarm; Laundry: Shared; Microwave Oven; Mirrored Wardrobe Closet; Off Street Parking; On-Site Maintenance; On-Site Management; Patio Balcony; Refrigerator; Security: Gated Entry; Spa; Storage Available; Sundeck; Vertical Blinds; Walk-In Closet,58, 818-574-5688, https://hotpads.com/the-hallmark-sherman-oaks-ca-91423-sm3bka/pad
